Image Name,MOS
ss01 (204).jpg,0.33095
ss01 (924).jpg,0.32045
ss02 (1136).jpg,0.60042
ss01 (98).jpg,0.76662
ss02 (487).jpg,0.48094
ss03 (4633).jpg,0.71425
ss03 (7483).jpg,0.82393
ss03 (2031).jpg,0.62039
ss03 (4603).jpg,0.79840
ss01 (1669).jpg,0.18774
ss03 (4381).jpg,0.71810
ss01 (1184).jpg,0.52518
ss03 (4476).jpg,0.79924
ss03 (4982).jpg,0.78434
ss03 (4490).jpg,0.69667
ss01 (1945).jpg,0.17795
ss03 (5664).jpg,0.72712
ss01 (62).jpg,0.39261
ss03 (6290).jpg,0.40466
ss03 (7797).jpg,0.78170
ss03 (893).jpg,0.75699
ss03 (1431).jpg,0.69712
ss03 (361).jpg,0.47176
ss03 (3475).jpg,0.79644
ss03 (3806).jpg,0.57685
ss03 (4098).jpg,0.82280
ss03 (1910).jpg,0.69823
ss03 (990).jpg,0.77539
ss03 (6390).jpg,0.64515
ss03 (3050).jpg,0.77073
ss03 (7197).jpg,0.77224
ss03 (5419).jpg,0.75700
ss02 (836).jpg,0.40893
ss03 (7664).jpg,0.61148
ss03 (3864).jpg,0.73467
ss03 (1134).jpg,0.76376
ss03 (875).jpg,0.71501
ss03 (2487).jpg,0.69558
ss01 (920).jpg,0.55259
ss03 (6621).jpg,0.57272
ss02 (540).jpg,0.43774
ss03 (4284).jpg,0.76481
ss03 (5687).jpg,0.65236
ss03 (7922).jpg,0.61940
ss01 (1738).jpg,0.51133
ss03 (3336).jpg,0.73319
ss02 (1171).jpg,0.61679
ss03 (5134).jpg,0.80812
ss01 (1752).jpg,0.57798
ss01 (1699).jpg,0.23052
ss02 (1623).jpg,0.28068
ss02 (1235).jpg,0.49139
ss02 (1826).jpg,0.65491
ss02 (217).jpg,0.21228
ss03 (3765).jpg,0.71509
ss03 (4415).jpg,0.75820
ss03 (2201).jpg,0.68598
ss02 (459).jpg,0.70879
ss02 (1378).jpg,0.48025
ss02 (1215).jpg,0.46359
ss02 (1442).jpg,0.46434
ss01 (978).jpg,0.55551
ss01 (1106).jpg,0.26971
ss02 (1421).jpg,0.28503
ss03 (809).jpg,0.79034
ss03 (896).jpg,0.77328
ss03 (2923).jpg,0.73076
ss01 (219).jpg,0.21736
ss03 (312).jpg,0.51327
ss03 (915).jpg,0.57344
ss02 (457).jpg,0.58212
ss03 (7187).jpg,0.69961
ss03 (727).jpg,0.71535
ss03 (7411).jpg,0.80345
ss03 (48).jpg,0.80901
ss01 (1098).jpg,0.21859
ss01 (413).jpg,0.22891
ss03 (4324).jpg,0.73044
ss01 (1702).jpg,0.24170
ss03 (4570).jpg,0.74932
ss01 (1867).jpg,0.23110
ss01 (562).jpg,0.20724
ss03 (333).jpg,0.63148
ss02 (1585).jpg,0.38478
ss01 (1447).jpg,0.36721
ss02 (1524).jpg,0.27249
ss02 (1168).jpg,0.56540
ss03 (6975).jpg,0.66811
ss02 (968).jpg,0.41214
ss03 (2931).jpg,0.74462
ss03 (2039).jpg,0.53472
ss02 (1114).jpg,0.32532
ss01 (341).jpg,0.48819
ss03 (5291).jpg,0.81484
ss03 (3047).jpg,0.81709
ss03 (185).jpg,0.76420
ss02 (1025).jpg,0.41581
ss02 (1195).jpg,0.70237
ss02 (335).jpg,0.72439
ss03 (6044).jpg,0.78844
ss02 (1894).jpg,0.49302
ss03 (3040).jpg,0.80863
ss03 (5694).jpg,0.78534
ss03 (6182).jpg,0.25791
ss02 (1006).jpg,0.66068
ss03 (1458).jpg,0.57191
ss01 (1531).jpg,0.44678
ss02 (1471).jpg,0.56808
ss03 (2400).jpg,0.56898
ss03 (7189).jpg,0.70513
ss03 (2290).jpg,0.57790
ss02 (1372).jpg,0.39710
ss03 (3537).jpg,0.73377
ss03 (512).jpg,0.82365
ss03 (5923).jpg,0.82566
ss03 (6796).jpg,0.71841
ss01 (686).jpg,0.52181
ss03 (494).jpg,0.69930
ss03 (5950).jpg,0.72444
ss01 (993).jpg,0.77677
ss03 (5218).jpg,0.77972
ss02 (1095).jpg,0.40718
ss03 (3834).jpg,0.73131
ss03 (7793).jpg,0.74064
ss02 (1577).jpg,0.45664
ss03 (1723).jpg,0.69371
ss03 (2003).jpg,0.78900
ss03 (3621).jpg,0.57750
ss01 (457).jpg,0.52383
ss03 (2297).jpg,0.65137
ss03 (7471).jpg,0.62798
ss03 (921).jpg,0.82512
ss02 (353).jpg,0.69305
ss02 (468).jpg,0.20087
ss01 (267).jpg,0.67935
ss03 (3715).jpg,0.80067
ss02 (291).jpg,0.37252
ss03 (5743).jpg,0.75330
ss02 (863).jpg,0.61764
ss03 (7439).jpg,0.77474
ss03 (2435).jpg,0.67148
ss03 (1962).jpg,0.79753
ss01 (1075).jpg,0.75228
ss03 (6049).jpg,0.70878
ss03 (7359).jpg,0.77388
ss03 (5293).jpg,0.79745
ss01 (141).jpg,0.23577
ss02 (84).jpg,0.57811
ss03 (601).jpg,0.60188
ss02 (725).jpg,0.44784
ss03 (3411).jpg,0.84865
ss02 (146).jpg,0.74209
ss03 (5353).jpg,0.78744
ss01 (1085).jpg,0.62682
ss03 (7516).jpg,0.81065
ss02 (571).jpg,0.44187
ss03 (1216).jpg,0.74712
ss03 (7898).jpg,0.79668
ss02 (1295).jpg,0.39904
ss01 (523).jpg,0.41634
ss03 (2994).jpg,0.75037
ss03 (4493).jpg,0.76884
ss01 (1855).jpg,0.20160
ss03 (1162).jpg,0.71207
ss03 (5945).jpg,0.34404
ss03 (922).jpg,0.66843
ss01 (1385).jpg,0.74572
ss03 (1601).jpg,0.72544
ss03 (7814).jpg,0.69849
ss03 (3363).jpg,0.64906
ss03 (819).jpg,0.72013
ss03 (3025).jpg,0.78585
ss03 (134).jpg,0.74430
ss03 (4852).jpg,0.79677
ss03 (7888).jpg,0.81157
ss02 (288).jpg,0.30088
ss03 (4524).jpg,0.75246
ss01 (644).jpg,0.21483
ss03 (5200).jpg,0.74388
ss03 (2144).jpg,0.73731
ss02 (615).jpg,0.41782
ss03 (3550).jpg,0.76948
ss03 (2038).jpg,0.44486
ss01 (1479).jpg,0.15440
ss03 (4130).jpg,0.63508
ss02 (982).jpg,0.73047
ss03 (4932).jpg,0.77156
ss02 (1796).jpg,0.55504
ss01 (735).jpg,0.76887
ss03 (5316).jpg,0.72272
ss03 (2527).jpg,0.48369
ss01 (1640).jpg,0.52862
ss03 (583).jpg,0.75605
ss03 (6279).jpg,0.71674
ss03 (6349).jpg,0.78210
ss02 (13).jpg,0.59492
ss03 (2310).jpg,0.83477
ss03 (3477).jpg,0.72722
ss03 (4198).jpg,0.76583
ss01 (1694).jpg,0.15925
ss03 (4167).jpg,0.83114
ss03 (1071).jpg,0.84435
ss03 (315).jpg,0.78797
ss03 (7538).jpg,0.78753
ss02 (1053).jpg,0.28803
ss03 (5331).jpg,0.75330
ss03 (7110).jpg,0.57837
ss03 (5684).jpg,0.75584
ss03 (2211).jpg,0.75120
ss03 (503).jpg,0.47176
ss01 (297).jpg,0.57703
ss01 (1347).jpg,0.49290
ss03 (4964).jpg,0.78483
ss03 (6444).jpg,0.67743
ss02 (1280).jpg,0.71673
ss03 (1192).jpg,0.79933
ss03 (3798).jpg,0.76299
ss01 (1864).jpg,0.59249
ss03 (2102).jpg,0.62941
ss03 (4299).jpg,0.80602
ss02 (1290).jpg,0.33268
ss03 (3267).jpg,0.74365
ss02 (1253).jpg,0.50413
ss03 (3102).jpg,0.81118
ss01 (938).jpg,0.18995
ss03 (5357).jpg,0.84211
ss03 (4635).jpg,0.79821
ss03 (1244).jpg,0.83071
ss03 (4531).jpg,0.72498
ss03 (239).jpg,0.64568
ss03 (7474).jpg,0.87418
ss02 (1949).jpg,0.63526
ss03 (3144).jpg,0.79346
ss02 (1737).jpg,0.77840
ss03 (7568).jpg,0.76356
ss01 (720).jpg,0.23573
ss01 (1635).jpg,0.21123
ss03 (3319).jpg,0.82386
ss03 (7179).jpg,0.55925
ss03 (5381).jpg,0.74308
ss01 (495).jpg,0.20517
ss03 (7690).jpg,0.75337
ss01 (143).jpg,0.36939
ss03 (4856).jpg,0.77749
ss03 (5325).jpg,0.83813
ss03 (6577).jpg,0.76922
ss03 (3907).jpg,0.77070
ss03 (3613).jpg,0.77556
ss02 (88).jpg,0.72364
ss03 (393).jpg,0.74955
ss02 (243).jpg,0.76239
ss03 (296).jpg,0.43953
ss03 (7169).jpg,0.34982
ss02 (974).jpg,0.11209
ss03 (7217).jpg,0.79058
ss01 (1554).jpg,0.37308
ss01 (97).jpg,0.74463
ss03 (4220).jpg,0.76459
ss03 (2265).jpg,0.64695
ss03 (1745).jpg,0.75139
ss03 (4711).jpg,0.66591
ss03 (4642).jpg,0.77500
ss03 (7204).jpg,0.75240
ss03 (5047).jpg,0.71379
ss03 (7455).jpg,0.79555
ss03 (3615).jpg,0.75368
ss03 (1038).jpg,0.75907
ss03 (7506).jpg,0.87381
ss03 (3801).jpg,0.78163
ss02 (477).jpg,0.58665
ss01 (893).jpg,0.45874
ss03 (560).jpg,0.81560
ss01 (1735).jpg,0.12847
ss03 (2660).jpg,0.50650
ss03 (6854).jpg,0.67598
ss03 (5900).jpg,0.78502
ss03 (1247).jpg,0.80193
ss03 (3012).jpg,0.79736
ss01 (996).jpg,0.67875
ss02 (1382).jpg,0.47262
ss03 (4352).jpg,0.83361
ss03 (6544).jpg,0.72210
ss01 (1383).jpg,0.27317
ss03 (308).jpg,0.78207
ss02 (1103).jpg,0.39440
ss03 (3565).jpg,0.80540
ss03 (1329).jpg,0.54515
ss03 (42).jpg,0.79456
ss03 (4468).jpg,0.80367
ss03 (7786).jpg,0.79073
ss03 (6190).jpg,-0.02777
ss03 (4552).jpg,0.77576
ss03 (3988).jpg,0.76202
ss03 (6260).jpg,0.81247
ss03 (7233).jpg,0.66239
ss03 (5801).jpg,0.78828
ss01 (1150).jpg,0.52547
ss03 (1923).jpg,0.83645
ss03 (1412).jpg,0.83315
ss02 (403).jpg,0.44391
ss03 (7966).jpg,0.68766
ss03 (3313).jpg,0.76518
ss03 (7283).jpg,0.67228
ss03 (7961).jpg,0.84548
ss01 (1432).jpg,0.25210
ss03 (3797).jpg,0.78872
ss03 (5379).jpg,0.79878
ss02 (449).jpg,0.32094
ss01 (415).jpg,0.76637
ss01 (83).jpg,0.30044
ss03 (5652).jpg,0.66080
ss01 (776).jpg,0.34680
ss03 (6967).jpg,0.66431
ss03 (5122).jpg,0.69211
ss01 (652).jpg,0.71281
ss03 (7651).jpg,0.80509
ss03 (1282).jpg,0.79328
ss01 (725).jpg,0.45947
ss01 (150).jpg,0.14414
ss03 (3343).jpg,0.80926
ss03 (392).jpg,0.47030
ss02 (325).jpg,0.39293
ss03 (2921).jpg,0.72534
ss03 (7012).jpg,0.76941
ss03 (5856).jpg,0.58240
ss02 (47).jpg,0.61893
ss03 (519).jpg,0.80990
ss03 (4753).jpg,0.90982
ss03 (5141).jpg,0.76692
ss02 (471).jpg,0.63593
ss03 (7637).jpg,0.73644
ss03 (4505).jpg,0.77811
ss01 (318).jpg,0.64709
ss03 (5941).jpg,0.33187
ss01 (1614).jpg,0.48521
ss03 (7274).jpg,0.72929
ss03 (3667).jpg,0.67782
ss02 (938).jpg,0.23259
ss03 (7911).jpg,0.74596
ss03 (5147).jpg,0.80087
ss03 (4709).jpg,0.80556
ss03 (6233).jpg,0.50959
ss02 (1923).jpg,0.54462
ss02 (1121).jpg,0.55378
ss02 (346).jpg,0.61050
ss02 (536).jpg,0.75738
ss03 (5865).jpg,0.75577
ss02 (229).jpg,0.51718
ss03 (7520).jpg,0.45916
ss03 (2704).jpg,0.64625
ss03 (3334).jpg,0.76161
ss03 (7).jpg,0.50038
ss03 (6979).jpg,0.82875
ss03 (1753).jpg,0.75884
ss03 (3747).jpg,0.77090
ss03 (2759).jpg,0.78361
ss03 (39).jpg,0.74160
ss02 (412).jpg,0.37727
ss01 (986).jpg,0.21256
ss03 (1467).jpg,0.73731
ss01 (1173).jpg,0.46840
ss03 (7967).jpg,0.74260
ss02 (46).jpg,0.45866
ss03 (4492).jpg,0.79293
ss03 (2417).jpg,0.66552
ss03 (3116).jpg,0.73479
ss01 (1376).jpg,0.49956
ss01 (555).jpg,0.33361
ss03 (2598).jpg,0.75024
ss03 (4954).jpg,0.76560
ss03 (316).jpg,0.71413
ss02 (1123).jpg,0.48275
ss01 (365).jpg,0.76573
ss03 (5503).jpg,0.69893
ss03 (5570).jpg,0.76169
ss03 (2163).jpg,0.59880
ss03 (6859).jpg,0.79017
ss03 (4596).jpg,0.70990
ss01 (135).jpg,0.74851
ss03 (4088).jpg,0.75295
ss01 (1750).jpg,0.15350
ss03 (6347).jpg,0.48341
ss03 (3138).jpg,0.77410
ss03 (7680).jpg,0.32596
ss02 (154).jpg,0.39684
ss03 (976).jpg,0.43055
ss03 (6619).jpg,0.80618
ss03 (2217).jpg,0.74474
ss03 (319).jpg,0.80168
ss01 (315).jpg,0.36204
ss03 (5741).jpg,0.70739
ss03 (3368).jpg,0.77285
ss01 (994).jpg,0.47312
ss01 (1948).jpg,0.77917
ss03 (6822).jpg,0.78856
ss03 (7537).jpg,0.67702
ss03 (802).jpg,0.80921
ss03 (383).jpg,0.76510
ss02 (915).jpg,0.55573
ss02 (1248).jpg,0.22769
ss02 (276).jpg,0.71328
ss01 (188).jpg,0.21283
ss03 (5341).jpg,0.81198
ss03 (241).jpg,0.77038
ss01 (906).jpg,0.44050
ss03 (2723).jpg,0.75322
ss03 (4578).jpg,0.78895
ss03 (619).jpg,0.48161
ss03 (2941).jpg,0.80345
ss03 (5076).jpg,0.71837
ss02 (1583).jpg,0.28018
ss01 (1667).jpg,0.25662
ss01 (1574).jpg,0.14705
ss03 (6168).jpg,0.66144
ss02 (1764).jpg,0.37976
ss03 (733).jpg,0.72381
ss03 (2813).jpg,0.56251
ss03 (5635).jpg,0.47748
ss03 (546).jpg,0.75850
ss03 (2548).jpg,0.82389
ss01 (733).jpg,0.23878
ss03 (2691).jpg,0.85140
ss03 (7339).jpg,0.55978
ss01 (1267).jpg,0.74301
ss02 (710).jpg,0.47179
ss03 (5994).jpg,0.74380
ss03 (6945).jpg,0.38381
ss03 (1577).jpg,0.80401
ss03 (7689).jpg,0.44022
ss03 (5346).jpg,0.84412
ss01 (989).jpg,0.48619
ss01 (919).jpg,0.42522
ss03 (1589).jpg,0.84641
ss03 (1456).jpg,0.74666
ss03 (116).jpg,0.81012
ss01 (1857).jpg,0.26260
ss02 (935).jpg,0.49553
ss01 (1966).jpg,0.18427
ss01 (209).jpg,0.41251
ss03 (7581).jpg,0.83260
ss03 (4801).jpg,0.82538
ss03 (3645).jpg,0.80939
ss03 (3754).jpg,0.70191
ss03 (1087).jpg,0.84331
ss03 (4717).jpg,0.71241
ss03 (493).jpg,0.77314
ss01 (602).jpg,0.31204
ss03 (7213).jpg,0.74487
ss03 (7774).jpg,0.82692
ss01 (235).jpg,0.27060
ss03 (6031).jpg,0.73738
ss03 (4051).jpg,0.70435
ss01 (9).jpg,0.12914
ss02 (1348).jpg,0.59255
ss03 (7220).jpg,0.74489
ss03 (110).jpg,0.73743
ss03 (2816).jpg,0.80701
ss03 (4253).jpg,0.68391
ss01 (421).jpg,0.70107
ss03 (7345).jpg,0.75687
ss03 (7126).jpg,0.79597
ss03 (6562).jpg,0.19636
ss01 (709).jpg,0.26766
ss03 (2427).jpg,0.78701
ss02 (1852).jpg,0.70626
ss03 (2787).jpg,0.86782
ss03 (1517).jpg,0.49262
ss03 (4092).jpg,0.79582
ss03 (1739).jpg,0.69936
ss03 (3153).jpg,0.73223
ss03 (1067).jpg,0.48077
ss03 (6472).jpg,0.75772
ss03 (4258).jpg,0.83721
ss03 (4533).jpg,0.83760
ss03 (5497).jpg,0.79070
ss03 (2350).jpg,0.74398
ss03 (1094).jpg,0.69548
ss03 (5657).jpg,0.73970
ss03 (2412).jpg,0.79492
ss02 (322).jpg,0.64208
ss03 (2699).jpg,0.74841
ss01 (1762).jpg,0.23591
ss01 (790).jpg,0.50282
ss02 (1605).jpg,0.42490
